=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1711, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57112 (Session #1712, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8284, Session #1712)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1712, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57114 (Session #1713, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8285, Session #1713)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1713, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57122 (Session #1714, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8286, Session #1714)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1714, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57130 (Session #1715, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8287, Session #1715)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1715, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57136 (Session #1716, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8288, Session #1716)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1716, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57150 (Session #1717, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8289, Session #1717)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1717, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57164 (Session #1718, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8290, Session #1718)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1718, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57172 (Session #1719, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8291, Session #1719)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1719, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57178 (Session #1720, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8292, Session #1720)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1720, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57186 (Session #1721, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8293, Session #1721)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1721, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57190 (Session #1722, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8294, Session #1722)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1722, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57192 (Session #1723, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8295, Session #1723)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1723, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57206 (Session #1724, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8296, Session #1724)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1724, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57218 (Session #1725, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8297, Session #1725)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1725, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57222 (Session #1726, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8298, Session #1726)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1726, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57232 (Session #1727, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8299, Session #1727)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1727, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57238 (Session #1728, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8300, Session #1728)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1728, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57240 (Session #1729, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8301, Session #1729)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1729, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57254 (Session #1730, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8302, Session #1730)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1730, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57264 (Session #1731, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8303, Session #1731)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1731, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57266 (Session #1732, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8304, Session #1732)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1732, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57274 (Session #1733, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8305, Session #1733)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1733, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57276 (Session #1734, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8306, Session #1734)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1734, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57290 (Session #1735, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8307, Session #1735)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1735, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57306 (Session #1736, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8308, Session #1736)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1736, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57318 (Session #1737, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8309, Session #1737)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1737, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57330 (Session #1738, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8310, Session #1738)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1738, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57338 (Session #1739, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8311, Session #1739)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1739, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57350 (Session #1740, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8312, Session #1740)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1740, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57364 (Session #1741, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8313, Session #1741)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1741, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57370 (Session #1742, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8314, Session #1742)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1742, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57372 (Session #1743, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8315, Session #1743)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1743, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57376 (Session #1744, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8316, Session #1744)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1744, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57392 (Session #1745, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8317, Session #1745)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1745, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57404 (Session #1746, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8318, Session #1746)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1746, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57416 (Session #1747, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8319, Session #1747)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1747, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57424 (Session #1748, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8320, Session #1748)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1748, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57440 (Session #1749, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8321, Session #1749)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1749, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57444 (Session #1750, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8322, Session #1750)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1750, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57460 (Session #1751, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8323, Session #1751)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1751, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57470 (Session #1752, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8324, Session #1752)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1752, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57482 (Session #1753, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8325, Session #1753)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1753, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57484 (Session #1754, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8326, Session #1754)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1754, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57494 (Session #1755, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8327, Session #1755)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1755, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57506 (Session #1756, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8328, Session #1756)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1756, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57516 (Session #1757, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8329, Session #1757)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1757, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57522 (Session #1758, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8330, Session #1758)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1758, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57530 (Session #1759, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8331, Session #1759)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1759, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57538 (Session #1760, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8332, Session #1760)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1760, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57544 (Session #1761, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8333, Session #1761)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1761, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57558 (Session #1762, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8334, Session #1762)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1762, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57562 (Session #1763, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8335, Session #1763)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1763, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57566 (Session #1764, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8336, Session #1764)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1764, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57568 (Session #1765, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8337, Session #1765)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1765, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57570 (Session #1766, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8338, Session #1766)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1766, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57574 (Session #1767, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8339, Session #1767)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1767, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57590 (Session #1768, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8340, Session #1768)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1768, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57604 (Session #1769, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8341, Session #1769)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1769, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57608 (Session #1770, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8342, Session #1770)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1770, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57620 (Session #1771, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8343, Session #1771)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1771, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57632 (Session #1772, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8344, Session #1772)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1772, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57634 (Session #1773, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8345, Session #1773)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1773, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57646 (Session #1774, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8346, Session #1774)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1774, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57656 (Session #1775, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8347, Session #1775)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1775, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57662 (Session #1776, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8348, Session #1776)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1776, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57676 (Session #1777, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8349, Session #1777)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1777, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57680 (Session #1778, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8350, Session #1778)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1778, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57682 (Session #1779, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8351, Session #1779)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1779, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57692 (Session #1780, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8352, Session #1780)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1780, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57696 (Session #1781, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8353, Session #1781)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1781, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57706 (Session #1782, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8354, Session #1782)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1782, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57718 (Session #1783, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8355, Session #1783)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1783, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57730 (Session #1784, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8356, Session #1784)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1784, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57742 (Session #1785, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8357, Session #1785)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1785, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57756 (Session #1786, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8358, Session #1786)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1786, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57760 (Session #1787, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8359, Session #1787)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1787, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57772 (Session #1788, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8360, Session #1788)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1788, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57788 (Session #1789, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8361, Session #1789)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1789, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57804 (Session #1790, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8362, Session #1790)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1790, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57810 (Session #1791, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8363, Session #1791)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1791, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57820 (Session #1792, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8364, Session #1792)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1792, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57832 (Session #1793, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8365, Session #1793)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1793, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57834 (Session #1794, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8366, Session #1794)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1794, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57838 (Session #1795, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8367, Session #1795)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1795, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57850 (Session #1796, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8368, Session #1796)
